ID;Nome;Data_Entrada;Status;Promovido;Setor
5834;Colaborador_5834;2025-03-09;Ativo;Sim;Reverso (DV)
5835;Colaborador_5835;2025-01-25;Ativo;Não;Reverso (DV)
5836;Colaborador_5836;2025-02-16;Ativo;Não;Triagem
5837;Colaborador_5837;2025-07-12;Ativo;Não;Triagem
5838;Colaborador_5838;2025-12-30;Ativo;Não;Recebimento
5839;Colaborador_5839;2025-01-16;Ativo;Não;Reverso (DV)
5840;Colaborador_5840;2025-12-19;Ativo;Não;Expedição
5841;Colaborador_5841;2025-07-01;Ativo;Não;Expedição
5842;Colaborador_5842;2025-07-07;Ativo;Não;Reverso (DV)
5843;Colaborador_5843;2025-11-20;Desligado;Sim;Reverso (DV)
5844;Colaborador_5844;2025-11-28;Ativo;Não;Triagem
5845;Colaborador_5845;2025-05-01;Ativo;Não;Expedição
5846;Colaborador_5846;2025-07-31;Ativo;Não;Reverso (DV)
5847;Colaborador_5847;2025-07-07;Ativo;Não;Reverso (DV)
5848;Colaborador_5848;2026-03-13;Ativo;Não;Expedição
5849;Colaborador_5849;2026-03-20;Ativo;Não;Triagem
5850;Colaborador_5850;2025-10-28;Ativo;Sim;Recebimento
5851;Colaborador_5851;2025-05-22;Ativo;Sim;Reverso (DV)
5852;Colaborador_5852;2026-02-18;Ativo;Não;Reverso (DV)
5853;Colaborador_5853;2025-07-04;Ativo;Não;Triagem
5854;Colaborador_5854;2025-08-12;Ativo;Não;Expedição
5855;Colaborador_5855;2025-12-07;Ativo;Não;Recebimento
5856;Colaborador_5856;2026-03-19;Ativo;Não;Expedição
5857;Colaborador_5857;2025-02-16;Desligado;Não;Reverso (DV)
5858;Colaborador_5858;2025-01-11;Ativo;Não;Expedição
5859;Colaborador_5859;2025-08-02;Ativo;Não;Recebimento
5860;Colaborador_5860;2026-02-17;Ativo;Sim;Triagem
5861;Colaborador_5861;2025-04-15;Ativo;Não;Expedição
5862;Colaborador_5862;2026-01-07;Ativo;Não;Reverso (DV)
5863;Colaborador_5863;2025-01-01;Ativo;Não;Expedição
5864;Colaborador_5864;2026-02-25;Ativo;Não;Reverso (DV)
5865;Colaborador_5865;2025-04-16;Desligado;Sim;Expedição
5866;Colaborador_5866;2025-07-15;Desligado;Não;Expedição
5867;Colaborador_5867;2025-05-29;Ativo;Não;Expedição
5868;Colaborador_5868;2025-03-20;Ativo;Sim;Recebimento
5869;Colaborador_5869;2025-12-22;Ativo;Não;Reverso (DV)
5870;Colaborador_5870;2025-12-26;Ativo;Sim;Reverso (DV)
5871;Colaborador_5871;2025-06-29;Desligado;Não;Triagem
5872;Colaborador_5872;2025-03-21;Ativo;Não;Expedição
5873;Colaborador_5873;2025-12-26;Ativo;Não;Recebimento
5874;Colaborador_5874;2025-01-03;Ativo;Não;Expedição
5875;Colaborador_5875;2025-12-05;Desligado;Não;Triagem
5876;Colaborador_5876;2026-03-06;Desligado;Não;Recebimento
5877;Colaborador_5877;2025-12-23;Ativo;Não;Reverso (DV)
5878;Colaborador_5878;2025-07-27;Ativo;Não;Recebimento
5879;Colaborador_5879;2025-04-16;Ativo;Não;Triagem
5880;Colaborador_5880;2025-12-15;Ativo;Não;Reverso (DV)
5881;Colaborador_5881;2025-03-31;Ativo;Não;Recebimento
5882;Colaborador_5882;2025-05-11;Desligado;Não;Reverso (DV)
5883;Colaborador_5883;2025-01-03;Ativo;Sim;Triagem
5884;Colaborador_5884;2026-01-24;Ativo;Não;Expedição
5885;Colaborador_5885;2025-12-13;Desligado;Não;Reverso (DV)
5886;Colaborador_5886;2025-03-23;Ativo;Não;Recebimento
5887;Colaborador_5887;2025-01-05;Ativo;Não;Recebimento
5888;Colaborador_5888;2025-02-16;Ativo;Não;Expedição
5889;Colaborador_5889;2025-04-27;Ativo;Não;Reverso (DV)
5890;Colaborador_5890;2025-01-18;Desligado;Sim;Reverso (DV)
5891;Colaborador_5891;2026-02-24;Ativo;Não;Triagem
5892;Colaborador_5892;2025-05-20;Ativo;Sim;Recebimento
5893;Colaborador_5893;2026-01-26;Desligado;Sim;Triagem
5894;Colaborador_5894;2025-06-09;Ativo;Não;Recebimento
5895;Colaborador_5895;2025-04-29;Ativo;Sim;Reverso (DV)
5896;Colaborador_5896;2026-01-14;Ativo;Não;Triagem
5897;Colaborador_5897;2025-03-14;Ativo;Não;Reverso (DV)
5898;Colaborador_5898;2025-06-12;Ativo;Não;Recebimento
5899;Colaborador_5899;2025-07-26;Desligado;Não;Expedição
5900;Colaborador_5900;2026-03-26;Ativo;Não;Reverso (DV)
5901;Colaborador_5901;2025-10-22;Ativo;Não;Recebimento
5902;Colaborador_5902;2025-04-03;Desligado;Não;Expedição
5903;Colaborador_5903;2025-11-20;Ativo;Não;Expedição
5904;Colaborador_5904;2025-06-17;Ativo;Não;Triagem
5905;Colaborador_5905;2025-09-13;Desligado;Não;Expedição
5906;Colaborador_5906;2025-09-16;Ativo;Não;Triagem
5907;Colaborador_5907;2025-06-11;Ativo;Sim;Recebimento
5908;Colaborador_5908;2026-03-15;Ativo;Sim;Reverso (DV)
5909;Colaborador_5909;2025-09-18;Ativo;Não;Recebimento
5910;Colaborador_5910;2025-02-06;Ativo;Não;Triagem
5911;Colaborador_5911;2025-10-26;Ativo;Não;Recebimento
5912;Colaborador_5912;2025-01-04;Ativo;Não;Recebimento
5913;Colaborador_5913;2025-12-06;Ativo;Não;Recebimento
5914;Colaborador_5914;2026-02-15;Desligado;Sim;Expedição
5915;Colaborador_5915;2025-10-25;Ativo;Sim;Triagem
5916;Colaborador_5916;2025-12-31;Ativo;Não;Reverso (DV)
5917;Colaborador_5917;2025-04-22;Desligado;Não;Triagem
5918;Colaborador_5918;2025-12-20;Ativo;Não;Recebimento
5919;Colaborador_5919;2025-10-20;Ativo;Não;Reverso (DV)
5920;Colaborador_5920;2025-07-24;Desligado;Não;Reverso (DV)
5921;Colaborador_5921;2025-05-21;Ativo;Não;Recebimento
5922;Colaborador_5922;2026-01-11;Desligado;Não;Recebimento
5923;Colaborador_5923;2025-11-13;Ativo;Não;Recebimento
5924;Colaborador_5924;2026-01-16;Ativo;Não;Recebimento
5925;Colaborador_5925;2025-11-19;Ativo;Não;Reverso (DV)
5926;Colaborador_5926;2025-04-08;Ativo;Não;Reverso (DV)
5927;Colaborador_5927;2025-01-02;Ativo;Não;Recebimento
5928;Colaborador_5928;2025-12-04;Ativo;Não;Expedição
5929;Colaborador_5929;2025-08-11;Desligado;Não;Triagem
5930;Colaborador_5930;2025-02-18;Desligado;Não;Reverso (DV)
5931;Colaborador_5931;2025-10-23;Ativo;Sim;Triagem
5932;Colaborador_5932;2025-11-22;Ativo;Não;Triagem
5933;Colaborador_5933;2025-03-04;Ativo;Não;Triagem
5934;Colaborador_5934;2026-01-15;Ativo;Não;Expedição
5935;Colaborador_5935;2025-05-11;Ativo;Não;Reverso (DV)
5936;Colaborador_5936;2025-08-19;Desligado;Não;Expedição
5937;Colaborador_5937;2025-02-18;Ativo;Não;Recebimento
5938;Colaborador_5938;2025-08-18;Ativo;Não;Recebimento
5939;Colaborador_5939;2025-11-17;Ativo;Não;Recebimento
5940;Colaborador_5940;2025-08-10;Ativo;Sim;Triagem
5941;Colaborador_5941;2026-03-08;Ativo;Sim;Reverso (DV)
5942;Colaborador_5942;2025-06-21;Ativo;Sim;Expedição
5943;Colaborador_5943;2025-11-21;Ativo;Não;Triagem
5944;Colaborador_5944;2025-08-22;Ativo;Sim;Triagem
5945;Colaborador_5945;2026-03-02;Ativo;Não;Recebimento
5946;Colaborador_5946;2025-04-19;Ativo;Sim;Reverso (DV)
5947;Colaborador_5947;2025-05-31;Ativo;Não;Recebimento
5948;Colaborador_5948;2025-05-01;Ativo;Sim;Triagem
5949;Colaborador_5949;2025-12-07;Desligado;Sim;Expedição
5950;Colaborador_5950;2025-05-02;Desligado;Não;Triagem
5951;Colaborador_5951;2025-09-01;Ativo;Não;Expedição
5952;Colaborador_5952;2025-02-10;Ativo;Não;Reverso (DV)
5953;Colaborador_5953;2026-01-14;Ativo;Não;Expedição
5954;Colaborador_5954;2025-06-16;Ativo;Não;Recebimento
5955;Colaborador_5955;2026-02-27;Ativo;Não;Recebimento
5956;Colaborador_5956;2026-02-03;Desligado;Não;Expedição
5957;Colaborador_5957;2026-01-18;Ativo;Não;Recebimento
5958;Colaborador_5958;2025-05-22;Ativo;Não;Expedição
5959;Colaborador_5959;2025-03-29;Ativo;Sim;Reverso (DV)
5960;Colaborador_5960;2025-03-27;Ativo;Não;Reverso (DV)
5961;Colaborador_5961;2025-08-17;Desligado;Não;Triagem
5962;Colaborador_5962;2025-03-09;Ativo;Não;Expedição
5963;Colaborador_5963;2025-07-06;Ativo;Sim;Expedição
5964;Colaborador_5964;2025-04-11;Ativo;Não;Recebimento
5965;Colaborador_5965;2025-03-16;Desligado;Não;Recebimento
5966;Colaborador_5966;2025-01-02;Ativo;Não;Expedição
5967;Colaborador_5967;2025-11-14;Ativo;Sim;Triagem
5968;Colaborador_5968;2025-07-22;Ativo;Não;Reverso (DV)
5969;Colaborador_5969;2025-10-14;Ativo;Não;Expedição
5970;Colaborador_5970;2025-06-30;Ativo;Não;Recebimento
5971;Colaborador_5971;2026-03-20;Ativo;Não;Recebimento
5972;Colaborador_5972;2025-09-12;Ativo;Não;Expedição
5973;Colaborador_5973;2025-02-11;Ativo;Não;Triagem
5974;Colaborador_5974;2025-07-16;Ativo;Sim;Reverso (DV)
5975;Colaborador_5975;2025-10-26;Ativo;Não;Triagem
5976;Colaborador_5976;2025-03-19;Desligado;Não;Triagem
5977;Colaborador_5977;2025-10-07;Ativo;Sim;Recebimento
5978;Colaborador_5978;2025-11-24;Ativo;Sim;Expedição
5979;Colaborador_5979;2025-09-11;Ativo;Não;Expedição
5980;Colaborador_5980;2025-03-15;Ativo;Não;Recebimento
5981;Colaborador_5981;2026-01-28;Ativo;Sim;Expedição
5982;Colaborador_5982;2026-01-17;Ativo;Não;Expedição
5983;Colaborador_5983;2025-01-26;Ativo;Sim;Recebimento
5984;Colaborador_5984;2025-07-21;Ativo;Não;Recebimento
5985;Colaborador_5985;2025-02-17;Ativo;Não;Expedição
5986;Colaborador_5986;2025-04-03;Ativo;Não;Expedição
5987;Colaborador_5987;2025-09-18;Ativo;Não;Triagem
5988;Colaborador_5988;2025-10-05;Ativo;Não;Recebimento
5989;Colaborador_5989;2025-10-23;Ativo;Não;Expedição
5990;Colaborador_5990;2025-02-22;Ativo;Não;Triagem
5991;Colaborador_5991;2025-05-10;Desligado;Não;Recebimento
5992;Colaborador_5992;2025-12-15;Ativo;Não;Recebimento
5993;Colaborador_5993;2025-11-04;Desligado;Não;Reverso (DV)
5994;Colaborador_5994;2025-12-23;Desligado;Não;Reverso (DV)
5995;Colaborador_5995;2026-01-21;Desligado;Não;Reverso (DV)
5996;Colaborador_5996;2025-04-28;Ativo;Não;Triagem
5997;Colaborador_5997;2026-03-25;Ativo;Não;Recebimento
5998;Colaborador_5998;2026-01-27;Ativo;Não;Recebimento
5999;Colaborador_5999;2025-10-09;Ativo;Não;Reverso (DV)
6000;Colaborador_6000;2026-02-25;Ativo;Não;Recebimento
6001;Colaborador_6001;2025-04-25;Ativo;Não;Recebimento
6002;Colaborador_6002;2025-09-29;Ativo;Não;Reverso (DV)
6003;Colaborador_6003;2025-02-06;Ativo;Sim;Recebimento
6004;Colaborador_6004;2025-10-22;Ativo;Não;Expedição
6005;Colaborador_6005;2025-09-02;Ativo;Não;Expedição
6006;Colaborador_6006;2025-07-21;Ativo;Não;Reverso (DV)
6007;Colaborador_6007;2025-04-06;Ativo;Não;Recebimento
6008;Colaborador_6008;2025-03-03;Desligado;Não;Reverso (DV)
6009;Colaborador_6009;2025-07-18;Ativo;Não;Reverso (DV)
6010;Colaborador_6010;2025-09-30;Ativo;Não;Recebimento
6011;Colaborador_6011;2025-04-28;Ativo;Não;Expedição
6012;Colaborador_6012;2025-11-29;Ativo;Não;Expedição
6013;Colaborador_6013;2025-04-17;Ativo;Não;Reverso (DV)
6014;Colaborador_6014;2025-11-13;Desligado;Não;Triagem
6015;Colaborador_6015;2025-06-01;Desligado;Não;Triagem
6016;Colaborador_6016;2025-07-14;Desligado;Não;Reverso (DV)
6017;Colaborador_6017;2025-09-03;Ativo;Não;Expedição
6018;Colaborador_6018;2025-07-15;Ativo;Sim;Reverso (DV)
6019;Colaborador_6019;2026-01-18;Desligado;Não;Reverso (DV)
6020;Colaborador_6020;2025-03-11;Ativo;Sim;Expedição
6021;Colaborador_6021;2025-12-26;Ativo;Não;Recebimento
6022;Colaborador_6022;2025-09-17;Ativo;Não;Triagem
6023;Colaborador_6023;2025-05-19;Ativo;Não;Expedição
6024;Colaborador_6024;2025-02-09;Desligado;Não;Expedição
6025;Colaborador_6025;2025-05-23;Ativo;Não;Triagem
6026;Colaborador_6026;2026-02-20;Ativo;Não;Triagem
6027;Colaborador_6027;2025-03-01;Desligado;Não;Reverso (DV)
6028;Colaborador_6028;2026-02-11;Ativo;Não;Triagem
6029;Colaborador_6029;2025-03-20;Ativo;Não;Expedição
6030;Colaborador_6030;2025-10-18;Ativo;Não;Reverso (DV)
6031;Colaborador_6031;2025-07-06;Ativo;Não;Triagem
6032;Colaborador_6032;2025-02-17;Ativo;Não;Triagem
6033;Colaborador_6033;2025-04-03;Desligado;Sim;Recebimento
6034;Colaborador_6034;2025-11-28;Ativo;Não;Triagem
6035;Colaborador_6035;2025-09-09;Ativo;Não;Recebimento
6036;Colaborador_6036;2025-12-04;Ativo;Não;Triagem
6037;Colaborador_6037;2026-02-25;Ativo;Não;Expedição
6038;Colaborador_6038;2025-01-13;Desligado;Não;Recebimento
6039;Colaborador_6039;2025-10-14;Ativo;Sim;Expedição
6040;Colaborador_6040;2025-06-11;Ativo;Não;Expedição
6041;Colaborador_6041;2025-08-06;Ativo;Não;Expedição
6042;Colaborador_6042;2025-11-05;Desligado;Sim;Triagem
6043;Colaborador_6043;2026-02-15;Ativo;Não;Triagem
6044;Colaborador_6044;2025-02-01;Ativo;Sim;Expedição
6045;Colaborador_6045;2025-08-10;Ativo;Não;Triagem
6046;Colaborador_6046;2025-02-09;Ativo;Sim;Expedição
6047;Colaborador_6047;2025-03-16;Ativo;Não;Recebimento
6048;Colaborador_6048;2025-08-05;Ativo;Sim;Triagem
6049;Colaborador_6049;2025-11-14;Ativo;Sim;Triagem
6050;Colaborador_6050;2025-05-14;Desligado;Não;Reverso (DV)
6051;Colaborador_6051;2025-09-03;Ativo;Não;Triagem
6052;Colaborador_6052;2025-06-12;Ativo;Não;Triagem
6053;Colaborador_6053;2025-09-30;Ativo;Não;Expedição
6054;Colaborador_6054;2025-11-22;Ativo;Sim;Triagem
6055;Colaborador_6055;2025-05-22;Desligado;Não;Recebimento
6056;Colaborador_6056;2025-03-27;Ativo;Não;Expedição
6057;Colaborador_6057;2026-01-14;Desligado;Sim;Recebimento
6058;Colaborador_6058;2025-07-21;Ativo;Não;Triagem
6059;Colaborador_6059;2025-04-21;Desligado;Não;Recebimento
6060;Colaborador_6060;2025-11-06;Ativo;Não;Reverso (DV)
6061;Colaborador_6061;2025-07-05;Ativo;Não;Recebimento
6062;Colaborador_6062;2026-02-16;Ativo;Não;Expedição
6063;Colaborador_6063;2026-02-03;Ativo;Não;Expedição
6064;Colaborador_6064;2025-09-01;Ativo;Não;Expedição
6065;Colaborador_6065;2025-09-13;Ativo;Não;Expedição
6066;Colaborador_6066;2025-06-26;Ativo;Não;Reverso (DV)
6067;Colaborador_6067;2025-10-09;Ativo;Não;Triagem
6068;Colaborador_6068;2025-08-21;Ativo;Não;Expedição
6069;Colaborador_6069;2025-01-24;Ativo;Sim;Triagem
6070;Colaborador_6070;2025-06-18;Ativo;Sim;Triagem
6071;Colaborador_6071;2025-06-23;Ativo;Não;Reverso (DV)
6072;Colaborador_6072;2026-01-31;Ativo;Não;Reverso (DV)
6073;Colaborador_6073;2025-11-15;Ativo;Não;Triagem
6074;Colaborador_6074;2026-01-21;Ativo;Não;Triagem
6075;Colaborador_6075;2025-05-19;Ativo;Não;Reverso (DV)
6076;Colaborador_6076;2026-03-15;Desligado;Sim;Expedição
6077;Colaborador_6077;2025-07-27;Ativo;Não;Triagem
6078;Colaborador_6078;2026-03-04;Ativo;Não;Triagem
6079;Colaborador_6079;2025-07-10;Ativo;Não;Expedição
6080;Colaborador_6080;2025-06-08;Desligado;Não;Expedição
6081;Colaborador_6081;2025-06-23;Ativo;Sim;Recebimento
6082;Colaborador_6082;2025-12-25;Ativo;Não;Reverso (DV)
6083;Colaborador_6083;2025-03-20;Desligado;Não;Expedição
6084;Colaborador_6084;2025-06-19;Ativo;Não;Triagem
6085;Colaborador_6085;2025-01-26;Ativo;Sim;Expedição
6086;Colaborador_6086;2025-05-28;Ativo;Não;Reverso (DV)
6087;Colaborador_6087;2025-06-01;Ativo;Não;Recebimento
6088;Colaborador_6088;2026-02-28;Ativo;Não;Recebimento
6089;Colaborador_6089;2026-01-06;Ativo;Sim;Reverso (DV)
6090;Colaborador_6090;2025-12-13;Desligado;Não;Expedição
6091;Colaborador_6091;2025-12-03;Ativo;Não;Recebimento
6092;Colaborador_6092;2025-08-23;Ativo;Não;Reverso (DV)
6093;Colaborador_6093;2025-06-27;Desligado;Não;Triagem
6094;Colaborador_6094;2025-07-24;Ativo;Sim;Triagem
6095;Colaborador_6095;2025-08-31;Ativo;Não;Triagem
6096;Colaborador_6096;2025-08-07;Ativo;Não;Expedição
6097;Colaborador_6097;2026-01-07;Ativo;Não;Reverso (DV)
6098;Colaborador_6098;2026-01-08;Ativo;Não;Recebimento
6099;Colaborador_6099;2025-05-04;Ativo;Não;Expedição
6100;Colaborador_6100;2025-12-28;Ativo;Sim;Expedição
6101;Colaborador_6101;2026-02-05;Ativo;Não;Expedição
6102;Colaborador_6102;2025-09-30;Desligado;Não;Recebimento
6103;Colaborador_6103;2026-03-04;Ativo;Sim;Triagem
6104;Colaborador_6104;2025-09-15;Ativo;Não;Reverso (DV)
6105;Colaborador_6105;2025-09-28;Ativo;Não;Recebimento
6106;Colaborador_6106;2025-11-01;Desligado;Não;Expedição
6107;Colaborador_6107;2026-01-29;Ativo;Sim;Expedição
6108;Colaborador_6108;2025-03-23;Ativo;Não;Recebimento
6109;Colaborador_6109;2026-01-18;Ativo;Não;Recebimento
6110;Colaborador_6110;2026-02-17;Ativo;Não;Reverso (DV)
6111;Colaborador_6111;2026-02-19;Ativo;Não;Expedição
6112;Colaborador_6112;2025-05-30;Ativo;Não;Expedição
6113;Colaborador_6113;2025-10-20;Desligado;Não;Triagem
6114;Colaborador_6114;2025-10-18;Ativo;Não;Recebimento
6115;Colaborador_6115;2025-07-20;Ativo;Não;Expedição
6116;Colaborador_6116;2025-06-29;Ativo;Não;Recebimento
6117;Colaborador_6117;2025-12-25;Ativo;Não;Reverso (DV)
6118;Colaborador_6118;2026-02-25;Desligado;Não;Reverso (DV)
6119;Colaborador_6119;2025-11-17;Ativo;Não;Expedição
6120;Colaborador_6120;2025-02-07;Desligado;Não;Triagem
6121;Colaborador_6121;2025-11-07;Ativo;Não;Triagem
6122;Colaborador_6122;2025-12-02;Ativo;Sim;Triagem
6123;Colaborador_6123;2025-09-02;Ativo;Não;Reverso (DV)
6124;Colaborador_6124;2025-11-29;Ativo;Não;Recebimento
6125;Colaborador_6125;2025-11-02;Ativo;Não;Reverso (DV)
6126;Colaborador_6126;2025-07-12;Ativo;Sim;Expedição
6127;Colaborador_6127;2025-07-19;Ativo;Não;Recebimento
6128;Colaborador_6128;2025-06-02;Ativo;Sim;Reverso (DV)
6129;Colaborador_6129;2025-02-17;Desligado;Sim;Reverso (DV)
6130;Colaborador_6130;2025-07-10;Ativo;Não;Reverso (DV)
6131;Colaborador_6131;2025-04-16;Ativo;Não;Expedição
6132;Colaborador_6132;2025-11-12;Ativo;Não;Recebimento
6133;Colaborador_6133;2025-03-06;Ativo;Não;Reverso (DV)
6134;Colaborador_6134;2025-05-27;Ativo;Não;Reverso (DV)
6135;Colaborador_6135;2025-08-09;Ativo;Não;Recebimento
6136;Colaborador_6136;2025-12-04;Ativo;Não;Triagem
6137;Colaborador_6137;2026-02-08;Ativo;Sim;Reverso (DV)
6138;Colaborador_6138;2025-03-17;Desligado;Não;Recebimento
6139;Colaborador_6139;2026-02-10;Desligado;Não;Expedição
6140;Colaborador_6140;2025-01-21;Ativo;Não;Reverso (DV)
6141;Colaborador_6141;2026-02-26;Ativo;Não;Recebimento
6142;Colaborador_6142;2025-05-30;Ativo;Não;Expedição
6143;Colaborador_6143;2026-02-10;Ativo;Não;Triagem
6144;Colaborador_6144;2026-02-21;Ativo;Não;Reverso (DV)
6145;Colaborador_6145;2025-02-19;Ativo;Sim;Expedição
6146;Colaborador_6146;2025-06-17;Ativo;Sim;Recebimento
6147;Colaborador_6147;2025-04-19;Ativo;Não;Reverso (DV)
6148;Colaborador_6148;2026-01-21;Ativo;Não;Reverso (DV)
6149;Colaborador_6149;2025-12-22;Ativo;Não;Triagem
6150;Colaborador_6150;2025-04-16;Desligado;Não;Triagem
6151;Colaborador_6151;2025-09-25;Ativo;Não;Reverso (DV)
6152;Colaborador_6152;2025-11-30;Ativo;Não;Triagem
6153;Colaborador_6153;2025-09-30;Ativo;Não;Recebimento
6154;Colaborador_6154;2025-10-24;Ativo;Sim;Recebimento
6155;Colaborador_6155;2025-09-19;Desligado;Não;Recebimento
6156;Colaborador_6156;2025-08-30;Ativo;Não;Reverso (DV)
6157;Colaborador_6157;2026-01-14;Ativo;Sim;Reverso (DV)
6158;Colaborador_6158;2025-07-18;Ativo;Não;Triagem
6159;Colaborador_6159;2026-01-24;Ativo;Não;Triagem
6160;Colaborador_6160;2025-07-01;Ativo;Não;Expedição
6161;Colaborador_6161;2025-12-30;Desligado;Não;Reverso (DV)
6162;Colaborador_6162;2025-06-18;Ativo;Não;Recebimento
6163;Colaborador_6163;2025-02-01;Desligado;Não;Expedição
6164;Colaborador_6164;2026-02-01;Ativo;Não;Recebimento
6165;Colaborador_6165;2025-04-12;Ativo;Não;Reverso (DV)
6166;Colaborador_6166;2025-11-15;Ativo;Sim;Expedição
6167;Colaborador_6167;2025-10-23;Ativo;Não;Recebimento
6168;Colaborador_6168;2025-07-29;Ativo;Não;Reverso (DV)
6169;Colaborador_6169;2025-05-20;Desligado;Não;Expedição
6170;Colaborador_6170;2025-06-01;Desligado;Não;Recebimento
6171;Colaborador_6171;2025-06-28;Ativo;Não;Expedição
6172;Colaborador_6172;2025-12-23;Ativo;Não;Triagem
6173;Colaborador_6173;2025-07-09;Ativo;Não;Recebimento
6174;Colaborador_6174;2025-06-30;Ativo;Não;Triagem
6175;Colaborador_6175;2026-03-26;Ativo;Não;Expedição
6176;Colaborador_6176;2025-06-08;Ativo;Não;Triagem
6177;Colaborador_6177;2025-07-05;Ativo;Não;Reverso (DV)
6178;Colaborador_6178;2025-05-26;Ativo;Não;Triagem
6179;Colaborador_6179;2025-07-24;Desligado;Não;Expedição
6180;Colaborador_6180;2025-07-22;Ativo;Não;Triagem
6181;Colaborador_6181;2025-10-31;Ativo;Não;Reverso (DV)
6182;Colaborador_6182;2025-02-23;Desligado;Não;Expedição
6183;Colaborador_6183;2025-07-17;Ativo;Não;Expedição
6184;Colaborador_6184;2025-09-03;Ativo;Sim;Recebimento
6185;Colaborador_6185;2025-06-28;Ativo;Não;Expedição
6186;Colaborador_6186;2025-06-02;Ativo;Não;Expedição
6187;Colaborador_6187;2026-03-22;Ativo;Sim;Reverso (DV)
6188;Colaborador_6188;2025-11-16;Desligado;Não;Expedição
6189;Colaborador_6189;2026-03-23;Ativo;Sim;Expedição
6190;Colaborador_6190;2026-01-29;Ativo;Não;Triagem
6191;Colaborador_6191;2025-10-12;Desligado;Não;Reverso (DV)
6192;Colaborador_6192;2025-05-10;Ativo;Não;Reverso (DV)
6193;Colaborador_6193;2025-03-03;Ativo;Não;Triagem
6194;Colaborador_6194;2026-03-04;Ativo;Não;Reverso (DV)
6195;Colaborador_6195;2026-02-18;Ativo;Não;Recebimento
6196;Colaborador_6196;2025-05-13;Ativo;Não;Reverso (DV)
6197;Colaborador_6197;2025-01-17;Desligado;Não;Triagem
6198;Colaborador_6198;2025-10-23;Ativo;Não;Recebimento
6199;Colaborador_6199;2025-09-13;Ativo;Não;Reverso (DV)
6200;Colaborador_6200;2025-01-20;Ativo;Não;Triagem
6201;Colaborador_6201;2025-09-09;Ativo;Sim;Triagem
6202;Colaborador_6202;2025-06-15;Ativo;Sim;Triagem
6203;Colaborador_6203;2026-01-15;Desligado;Não;Recebimento
6204;Colaborador_6204;2025-07-31;Ativo;Não;Reverso (DV)
6205;Colaborador_6205;2025-12-11;Ativo;Sim;Reverso (DV)
6206;Colaborador_6206;2025-06-04;Ativo;Não;Reverso (DV)
6207;Colaborador_6207;2025-01-31;Ativo;Não;Expedição
6208;Colaborador_6208;2025-02-17;Ativo;Não;Reverso (DV)
6209;Colaborador_6209;2025-08-31;Ativo;Não;Recebimento
6210;Colaborador_6210;2025-02-08;Ativo;Não;Reverso (DV)
6211;Colaborador_6211;2025-12-19;Ativo;Não;Triagem
6212;Colaborador_6212;2025-02-26;Desligado;Não;Triagem
6213;Colaborador_6213;2025-07-01;Ativo;Não;Reverso (DV)
6214;Colaborador_6214;2025-01-13;Ativo;Não;Triagem
6215;Colaborador_6215;2025-05-18;Ativo;Não;Triagem
6216;Colaborador_6216;2026-03-03;Ativo;Não;Recebimento
6217;Colaborador_6217;2025-12-08;Ativo;Não;Reverso (DV)
6218;Colaborador_6218;2025-08-26;Ativo;Não;Recebimento
6219;Colaborador_6219;2025-05-09;Ativo;Não;Reverso (DV)
6220;Colaborador_6220;2025-12-17;Ativo;Sim;Recebimento
6221;Colaborador_6221;2025-04-12;Desligado;Não;Expedição
6222;Colaborador_6222;2025-12-29;Ativo;Não;Expedição
6223;Colaborador_6223;2025-09-28;Ativo;Não;Expedição
6224;Colaborador_6224;2025-07-10;Ativo;Não;Recebimento
6225;Colaborador_6225;2025-07-09;Ativo;Não;Triagem
6226;Colaborador_6226;2025-12-12;Ativo;Sim;Reverso (DV)
6227;Colaborador_6227;2025-10-30;Ativo;Não;Recebimento
6228;Colaborador_6228;2025-03-03;Ativo;Não;Reverso (DV)
6229;Colaborador_6229;2025-10-26;Desligado;Não;Reverso (DV)
6230;Colaborador_6230;2025-04-25;Ativo;Não;Triagem
6231;Colaborador_6231;2025-09-03;Ativo;Não;Expedição
6232;Colaborador_6232;2026-01-29;Ativo;Não;Expedição
6233;Colaborador_6233;2025-10-20;Ativo;Não;Triagem
6234;Colaborador_6234;2025-04-10;Desligado;Não;Expedição
6235;Colaborador_6235;2026-02-07;Ativo;Não;Recebimento
6236;Colaborador_6236;2025-06-24;Ativo;Não;Triagem
6237;Colaborador_6237;2025-08-12;Ativo;Não;Recebimento
6238;Colaborador_6238;2026-02-09;Ativo;Não;Reverso (DV)
6239;Colaborador_6239;2025-12-27;Ativo;Não;Recebimento
6240;Colaborador_6240;2025-04-17;Ativo;Não;Expedição
6241;Colaborador_6241;2025-01-14;Ativo;Sim;Expedição
6242;Colaborador_6242;2025-06-07;Ativo;Não;Expedição
6243;Colaborador_6243;2025-01-01;Ativo;Não;Expedição
6244;Colaborador_6244;2026-01-27;Ativo;Não;Reverso (DV)
6245;Colaborador_6245;2025-11-04;Ativo;Não;Reverso (DV)
6246;Colaborador_6246;2025-04-19;Ativo;Não;Reverso (DV)
6247;Colaborador_6247;2025-08-13;Ativo;Não;Triagem
6248;Colaborador_6248;2025-04-25;Ativo;Não;Expedição
6249;Colaborador_6249;2025-12-27;Ativo;Não;Triagem
6250;Colaborador_6250;2025-01-06;Desligado;Não;Triagem
